-1.532126,-1.817761,-2.024562,-1.680894,-.569207,1.139494,.922309,.220318,0,1,0,0
-2.175629,.941194,1.413799,1.118931,-1.770509,-2.233531,-2.598632,-2.196849,1,0,0,0
1.016716,.931141,-.160572,1.962238,-.381173,.180014,-.290557,-.374012,0,1,0,0
.827265,-.262198,.378386,1.265676,-.418218,-.394155,-1.032817,-.63955,0,1,0,0
.230485,.89357,2.201166,.566269,1.273258,.707839,.977599,1.20361,0,1,0,0
-.117312,-.426614,.641083,1.928357,-1.130599,.013553,-.98497,-.067501,0,1,0,0
.672366,1.711492,2.468436,.947287,.279776,-.642322,-.098715,-.342382,0,1,0,0
-.08349,1.118358,.128163,.193224,2.107089,.194845,-.67066,.036263,1,0,0,0
-.070745,2.941249,2.986282,4.471271,-.329537,.209081,.206781,-1.319994,0,1,0,0
.643213,3.292367,1.587528,2.467243,-.317422,-1.599296,-1.772823,-1.781525,1,0,0,0
-1.088929,-.78768,-1.531977,-1.237365,-1.031454,-.909174,-1.508922,-.898804,1,0,0,0
-.149802,-.606091,.846284,-.820384,-.604399,-.382863,-1.15404,-1.569425,0,1,0,0
-1.259067,1.754724,1.476107,1.778103,.89685,-.685289,-.552186,.335222,1,0,0,0
.390217,3.313444,1.494962,1.808759,-.638791,-1.478666,-2.920655,-2.40709,1,0,0,0
-.634657,-.145466,-.922697,1.09044,.8391,-.095008,.455192,-.409761,0,1,0,0
-.156673,-.105875,-.258228,1.739154,1.603542,-.965046,-.331427,-1.10595,1,0,0,0
-1.217466,-1.549417,-1.413687,-1.450731,-.635648,-.898851,-3.023328,-1.879873,1,0,0,0
2.012794,1.414464,1.167647,-.034854,-.498711,.489341,2.368618,.482135,0,1,0,0
-1.09326,-1.047312,-.383923,-2.703293,-.554847,.118914,.636415,-.886848,1,0,0,0
.169873,1.715151,1.383861,1.686043,.55571,.799966,.458689,.879037,0,1,0,0
.581335,1.227836,1.630794,2.361202,-1.914571,-2.231674,-2.480133,-2.878443,1,0,0,0
1.28052,1.977392,2.755514,3.203707,.3137,-1.195593,-1.090843,-.721462,0,1,0,0
1.701648,2.206661,2.445695,2.95135,-.666919,-.163804,-1.389804,-1.255594,1,0,0,0
-2.118846,-2.02836,-.718692,-1.858807,-.370694,-.602046,-.775374,-1.156053,1,0,0,0
.978431,1.404545,.444847,1.318834,1.755785,.58915,.158565,.43982,0,1,0,0
-2.592816,-1.796629,-2.046298,-1.058838,1.102339,.264519,.766716,.541795,0,1,0,0
-.243306,1.123378,.149709,.624814,-1.484286,-.121899,-.456361,-1.06805,0,1,0,0
1.754468,1.335453,1.733863,1.855548,1.357715,.516639,-1.218327,-.742247,1,0,0,0
.571588,-.626028,-.702356,-.6544,.105139,1.228421,.016255,2.009197,0,1,0,0
.523319,.988449,2.139974,3.46214,1.544031,.648962,.947237,.329543,0,1,0,0
-2.542788,-.721198,-.802464,.111724,-1.231368,-.751408,-2.468192,-2.397711,1,0,0,0
.336664,2.5278,2.261074,4.650176,-.18526,-.051721,-.828715,-1.2963,0,1,0,0
-.998658,-.991322,-.878136,.253792,-.043754,.400103,.254744,.117746,0,1,0,0
-2.063732,-1.949121,-2.362374,-2.591533,-1.152044,.327298,.206047,-.013888,0,1,0,0
.034893,-.211283,.410111,1.489867,1.270924,-.81442,-.90011,-1.265953,1,0,0,0
-.25224,2.061012,2.031563,1.987982,-1.03334,-1.591334,-1.988008,-1.765777,1,0,0,0
-.688945,2.830125,2.722331,2.353025,.892147,.954057,.399515,-.524098,1,0,0,0
.26073,-.883729,-.181506,.919847,-.393713,1.208363,.972795,-.822711,0,1,0,0
.410908,-1.015178,-2.452128,-1.58924,-.159227,1.99632,-.390172,.856744,0,1,0,0
-.491851,.725464,.763677,2.74185,.593193,-.112165,-.317702,-.189163,0,1,0,0
1.461159,1.169783,1.443683,1.546771,.478077,.589408,-1.287898,-.784995,1,0,0,0
.192948,-.092045,1.080123,.42155,-1.009719,-1.592392,-2.06636,-2.354555,0,1,0,0
1.416007,.136918,.182599,.196886,1.083934,-.073981,-.261929,-.952125,1,0,0,0
-.498552,.586032,-.390446,.591996,.985526,-.520619,-.163317,-.93573,0,1,0,0
.804991,-1.101982,-.638151,-.458751,.310602,-.191902,.514782,-.368658,0,1,0,0
-.41856,-.417993,.828658,.872756,1.520435,2.540961,2.421824,1.260234,0,1,0,0
.288917,-.774363,-.77049,1.341333,-.779249,.895657,-.365619,-.249406,0,1,0,0
-1.467124,.795954,.64236,-.456765,-.832805,-3.236467,-3.393946,-3.291325,1,0,0,0
-.641738,-.104625,-.090638,.342055,-.115734,-.844998,-1.08087,-1.717995,1,0,0,0
.030268,1.246033,1.705416,1.244293,-.538504,-1.64102,-2.217264,-2.591989,1,0,0,0
.171175,.803672,-.16862,.255434,2.345864,.731267,.000261,.101697,1,0,0,0
.281874,.460229,1.120556,1.758338,-.997104,-2.07164,-1.305817,-1.415939,1,0,0,0
.755821,1.116137,2.282531,4.1272,-.021448,-1.172122,-1.665986,-1.724222,1,0,0,0
-1.248671,-.605062,.345402,.134484,-.687585,-1.418941,-1.265073,-1.081324,1,0,0,0
-1.530757,.581972,-.091438,.584475,-.481301,-2.234814,-2.292995,-2.000501,1,0,0,0
.468102,.384014,1.552778,1.922009,-.284338,-.792883,-.269774,-1.202477,0,1,0,0
1.238582,.626971,.81218,-.407808,.138972,-.31949,-.171672,.216262,0,1,0,0
-.531566,-.775093,.393306,.031167,-2.190553,-.700827,-.768853,-.708025,0,1,0,0
-.688006,.975746,1.921558,2.633384,-1.996029,-1.842869,-3.808195,-2.671727,1,0,0,0
-.656293,1.15151,-.993121,-.425431,-1.484902,-1.440294,-1.216005,-2.050857,1,0,0,0
.720161,2.639033,2.928591,2.316572,-.21222,.035072,-.357553,-.586876,0,1,0,0
-.695414,.021592,-.447458,1.294195,-1.359197,-1.345997,-1.665653,-1.796364,1,0,0,0
-.528031,1.400196,2.655312,.691827,-.249433,-1.200448,-1.81096,-2.244614,1,0,0,0
.292425,-.610197,-.616152,1.126663,-.708349,-.528647,-.815002,-1.952549,0,1,0,0
-1.015771,-.600543,-.552747,-.432645,-.888998,.017771,-.023237,-.634865,0,1,0,0
1.853564,2.254011,2.64385,5.309347,-.47204,-.366958,-1.146631,-1.175591,1,0,0,0
-.464355,1.410064,-.012926,1.419345,.732803,-2.072087,-1.974839,-3.04712,1,0,0,0
-1.0111,-.510448,-1.392043,1.38223,-.693596,.027747,.339696,-1.909039,0,1,0,0
1.157241,.405846,.702665,-.415239,.74385,.760611,.899497,.341245,1,0,0,0
-1.341846,-.610967,-.190621,.61186,-.174356,-1.234448,-.614901,-.574812,1,0,0,0
-1.25578,.173201,.396567,.234158,2.0581,1.887738,1.925277,1.247379,0,1,0,0
.097806,.454843,2.074753,1.33483,.056874,-1.458256,-3.204777,-1.506949,1,0,0,0
.818974,-.183469,.327212,2.211859,.57021,-.474711,-.522989,-1.829639,1,0,0,0
-.905582,-.803119,-.268689,-2.083866,.473949,.189818,-.023903,.592847,0,1,0,0
-.040837,1.1304,.599869,1.606174,-1.628128,-2.115876,-1.802437,-1.485083,1,0,0,0
.339714,1.262202,.736026,1.401154,-.307224,.405392,.700092,.702239,0,1,0,0
1.56674,.77152,1.069853,1.610876,-.183942,.461709,-.372607,.810733,1,0,0,0
.767637,-.815306,-1.169338,.237074,.760764,2.056148,.375148,.690797,0,1,0,0
-.865741,.44617,-.617331,-1.48369,-.192263,-1.100025,-.723074,-1.102128,1,0,0,0
1.100855,1.799432,2.823619,3.380231,-.122071,-.6575,-1.419765,-.610915,1,0,0,0
-.824899,1.751473,2.247717,2.040871,1.359483,-.764749,-1.463782,.735765,1,0,0,0
1.413066,3.449666,1.025613,1.69832,-.324389,-.954278,-.724426,-.625181,1,0,0,0
-1.352964,-.559847,-2.054982,-1.673189,-.063137,-1.231121,-1.139929,-.93907,1,0,0,0
.990068,.59798,1.095011,2.100538,.40593,-.279333,-1.092967,-.061708,0,1,0,0
-.251738,.493855,.383954,.364434,-.960503,-1.72476,.347204,-1.945548,0,1,0,0
.185382,3.348615,2.715958,2.175541,.637744,-.227533,-.755171,-.56426,0,1,0,0
-2.597209,-2.064945,-.431445,-1.319736,-.938538,-1.569707,-1.164845,-1.779711,0,1,0,0
-.844476,-.034059,.696162,1.792346,.568989,-1.352241,-2.608474,-2.360788,1,0,0,0
-1.029002,-.791528,-2.717635,-1.80241,-.436476,-.204333,.630358,.547771,0,1,0,0
.816858,1.217689,2.340328,1.917088,-.247466,-1.616036,-2.352395,-1.35062,1,0,0,0
-1.175267,.196788,.474168,.078232,1.317557,.656569,.18021,-.326932,0,1,0,0
-.39671,1.236449,.890403,2.154684,1.025044,-.803569,-.740337,-.97253,0,1,0,0
.156495,1.387708,2.673611,3.338918,-1.004021,-1.114468,-1.477943,-1.836079,1,0,0,0
1.006912,1.080363,1.024971,.618981,-1.29672,.023202,-.422338,-1.158355,0,1,0,0
-.242861,.573895,.724294,.057698,-2.02872,-1.803387,-1.40023,-.97401,0,1,0,0
1.381976,3.035257,3.522893,2.875517,1.000328,-.95179,-.728395,-1.815742,0,1,0,0
-.715024,-1.160408,-.244978,.150925,-.925193,.696544,.551683,.685629,0,1,0,0
2.138388,2.873256,2.486076,2.50709,.368328,-.43824,-.395291,-.104334,1,0,0,0
-1.690004,-2.193813,-2.402317,-4.268098,.015834,.817264,-.584909,.153654,1,0,0,0
-1.443877,.45248,-.969178,.563461,-.290646,-1.760468,-1.06301,-1.711363,1,0,0,0
